timestamp,ECG_CH1
1763969104.5084562,-375302
1763969104.511849,-375946
1763969104.5221133,-374757
1763969104.5338266,-374612
1763969104.5338266,-374528
1763969104.551666,-373070
1763969104.553489,-374098
1763969104.5668879,-373636
1763969104.575111,-373788
1763969104.576134,-374230
1763969104.600058,-374580
1763969104.6015825,-376721
1763969104.6015825,-378372
1763969104.60737,-378100
1763969104.632886,-380350
1763969104.6814995,-380159
1763969104.6814995,-380939
1763969104.6814995,-381999
1763969104.6814995,-380644
1763969104.6950848,-381584
1763969104.6966789,-381039
1763969104.697693,-381044
1763969104.6986787,-381245
1763969104.699472,-379749
1763969104.7014804,-380899
1763969104.7014804,-379957
1763969104.714369,-380356
1763969104.717243,-380792
1763969104.7816308,-379672
1763969104.7836757,-380812
1763969104.785691,-381296
1763969104.7877061,-379881
1763969104.7897224,-381221
1763969104.7915118,-380616
1763969104.7925239,-380926
1763969104.7935264,-381812
1763969104.7955306,-380841
1763969104.81015,-380598
1763969104.811661,-378765
1763969104.8126774,-377996
1763969104.8284912,-377157
1763969104.8299692,-374420
1763969104.8415227,-376980
1763969104.8437643,-379633
1763969104.8518128,-381508
1763969104.8569338,-382930
1763969104.8797293,-382079
1763969104.8797293,-383527
1763969104.8812478,-382910
1763969104.894934,-383215
1763969104.8961055,-383677
1763969104.918005,-383024
1763969104.919782,-383562
1763969104.9275403,-386079
1763969104.9285488,-382051
1763969104.9347742,-373890
1763969104.9530113,-357425
1763969104.9545352,-339052
1763969104.9768102,-341051
1763969104.9768102,-364574
1763969104.9814055,-388164
1763969104.9827147,-386881
1763969105.0013945,-384222
1763969105.031451,-382417
1763969105.031451,-380458
1763969105.0515666,-381469
1763969105.0576205,-380884
1763969105.0586421,-380784
1763969105.0606382,-380614
1763969105.084637,-379375
1763969105.0860868,-379961
1763969105.0880954,-379831
1763969105.0902102,-377867
1763969105.0946496,-378786
1763969105.0961926,-377416
1763969105.0973382,-377137
1763969105.1114285,-377189
1763969105.1197586,-375316
1763969105.1212757,-375569
1763969105.130054,-374729
1763969105.1314209,-374171
1763969105.1543972,-374224
1763969105.1590002,-372092
1763969105.1600022,-372801
1763969105.1619706,-371992
1763969105.1746347,-371794
1763969105.1766467,-372569
1763969105.1815846,-371243
1763969105.2014947,-372689
1763969105.2034485,-372738
1763969105.2156253,-373838
1763969105.2177327,-375525
1763969105.2359364,-375559
1763969105.24167,-377145
1763969105.2426894,-378981
1763969105.2518015,-378005
1763969105.25749,-379692
1763969105.2756135,-379011
1763969105.2776375,-378694
1763969105.2841156,-379864
1763969105.2869313,-378287
1763969105.299641,-379334
1763969105.3024306,-378714
1763969105.3100274,-378519
1763969105.3597298,-378524
1763969105.3617456,-377217
1763969105.3617456,-378616
1763969105.3617456,-378511
1763969105.3835723,-379042
1763969105.389015,-379580
1763969105.3900216,-378095
1763969105.4116194,-379597
1763969105.4116194,-379540
1763969105.425469,-378966
1763969105.426474,-379964
1763969105.4279356,-379553
1763969105.4290712,-379355
1763969105.4317975,-379233
1763969105.4328086,-376661
1763969105.4328086,-376788
1763969105.4515288,-374547
1763969105.4550474,-373525
1763969105.466598,-374846
1763969105.4682162,-376349
1763969105.4794805,-379463
1763969105.4814918,-379819
1763969105.4937663,-380187
1763969105.5091612,-381027
1763969105.5101495,-379387
1763969105.5168796,-380804
1763969105.5222986,-380679
1763969105.5439756,-380645
1763969105.5448887,-381614
1763969105.5625536,-382062
1763969105.5635648,-382077
1763969105.5655642,-373966
1763969105.5827212,-359508
1763969105.5900507,-341002
1763969105.5915606,-334709
1763969105.5925741,-350132
1763969105.6131,-381415
1763969105.6146185,-384554
1763969105.6168551,-382890
1763969105.6314874,-380086
1763969105.6329122,-379031
1763969105.681473,-379536
1763969105.681473,-378101
1763969105.681473,-378609
1763969105.681473,-378121
1763969105.6887276,-378277
1763969105.6907349,-378321
1763969105.6932528,-376407
1763969105.7114599,-377669
1763969105.719807,-376493
1763969105.7213254,-376096
1763969105.7223437,-376131
1763969105.7467947,-375540
1763969105.7485397,-375352
1763969105.7497017,-375327
1763969105.775231,-373150
1763969105.777036,-374121
1763969105.782033,-373067
1763969105.7837336,-372836
1763969105.7856584,-373081
1763969105.7874794,-371451
1763969105.8023372,-372618
1763969105.8034794,-371974
1763969105.8113015,-372252
1763969105.826133,-372874
1763969105.8274703,-372284
1763969105.8339224,-375185
1763969105.8406975,-375432
1763969105.866995,-377409
1763969105.8715267,-378913
1763969105.872568,-378720
1763969105.8800235,-380409
1763969105.882576,-380704
1763969105.8954957,-379592
1763969105.896798,-380507
1763969105.9110234,-379748
1763969105.91172,-380218
1763969105.9264526,-380617
1763969105.9288788,-378851
1763969105.9330537,-380249
1763969105.9489515,-379674
1763969105.9513931,-380154
1763969105.971675,-380226
1763969105.9738824,-378876
1763969105.9813404,-380237
1763969105.9826303,-380307
1763969106.026508,-380654
1763969106.026508,-381363
1763969106.0314918,-380116
1763969106.0314918,-381589
1763969106.035463,-380885
1763969106.0365093,-381140
1763969106.0384803,-380715
1763969106.049691,-378705
1763969106.050701,-377264
1763969106.0635345,-376782
1763969106.0883656,-375214
1763969106.0895064,-377459
1763969106.090844,-379724
1763969106.0921297,-382367
1763969106.1148694,-383221
1763969106.115871,-382578
1763969106.131934,-383927
1763969106.1483166,-383723
1763969106.1517212,-384507
1763969106.1545346,-384849
1763969106.1558757,-383696
1763969106.1590247,-386629
1763969106.1612642,-384663
1763969106.1763806,-375734
1763969106.1779864,-361984
1763969106.1851585,-341816
1763969106.2018383,-341617
1763969106.2049322,-346307
1763969106.216307,-378282
1763969106.216307,-389178
1763969106.231363,-386461
1763969106.2435503,-385309
1763969106.245062,-384124
1763969106.2514277,-381867
1763969106.2562768,-382909
1763969106.276678,-381950
1763969106.276678,-381866
1763969106.2817016,-381937
1763969106.2863026,-380291
1763969106.3214986,-381148
1763969106.3237128,-379596
1763969106.3317254,-379854
1763969106.335073,-379468
1763969106.3370965,-377756
1763969106.3424995,-378964
1763969106.344459,-377563
1763969106.3518429,-377246
1763969106.3580456,-377269
1763969106.3816056,-376066
1763969106.3830345,-375860
1763969106.384543,-376036
1763969106.3971484,-373870
1763969106.3985999,-375277
1763969106.4175081,-374471
1763969106.4190352,-375371
1763969106.4266984,-375641
1763969106.4277134,-374256
1763969106.4819517,-375889
1763969106.4819517,-376014
1763969106.4819517,-378014
1763969106.5095475,-380038
1763969106.510468,-379039
1763969106.5146902,-381154
1763969106.5165343,-381360
1763969106.5315106,-382429
1763969106.537484,-382528
1763969106.538495,-381149
1763969106.5440056,-382912
1763969106.54557,-381843
1763969106.5462022,-381149
1763969106.548229,-381722
1763969106.551333,-380994
1763969106.551893,-381970
1763969106.561633,-382201
1763969106.578159,-380991
1763969106.5791688,-381779
1763969106.5972905,-381062
1763969106.5982835,-382297
1763969106.6018286,-382689
1763969106.607775,-381211
1763969106.631577,-382766
1763969106.6330006,-381987
1763969106.6330006,-382187
1763969106.6474876,-381376
1763969106.648611,-378726
1763969106.6646209,-377542
1763969106.665633,-376107
1763969106.675849,-377475
1763969106.6775932,-379241
1763969106.6836944,-381444
1763969106.7079659,-383206
1763969106.7089682,-384408
1763969106.7116864,-383220
1763969106.7198834,-384727
1763969106.7292688,-383784
1763969106.7305906,-384556
1763969106.7426226,-384645
1763969106.7580693,-383385
1763969106.7590652,-386585
1763969106.7748346,-382431
1763969106.7768846,-373499
1763969106.7900374,-357128
1763969106.791547,-337057
1763969106.797818,-341672
1763969106.8011515,-367776
1763969106.824792,-386731
1763969106.8565886,-387409
1763969106.8576005,-384385
1763969106.878999,-382856
1763969106.881414,-380932
1763969106.8971643,-381591
1763969106.8997965,-381802
1763969106.9013107,-380561
1763969106.906659,-380877
1763969106.9076772,-381059
1763969106.909673,-379266
1763969106.9108858,-379901
1763969106.9124126,-378294
1763969106.9137404,-378668
1763969106.934857,-378721
1763969106.9371362,-376326
1763969106.939151,-377239
1763969107.0197997,-376793
1763969107.0229847,-376352
1763969107.0255072,-376100
1763969107.0265162,-374771
1763969107.0275126,-375477
1763969107.0295267,-374228
1763969107.0305128,-374719
1763969107.0320332,-374726
1763969107.0345592,-373059
1763969107.0355835,-374751
1763969107.0375853,-374516
1763969107.0471272,-372644
1763969107.0471272,-374649
1763969107.050285,-375449
1763969107.0520816,-377161
1763969107.0599422,-378262
1763969107.0815392,-377821
1763969107.0871027,-380230
1763969107.0888162,-379526
1763969107.0905201,-380267
1763969107.113408,-381272
1763969107.1147237,-379366
1763969107.115735,-380708
1763969107.1300864,-379502
1763969107.1325197,-379553
1763969107.15398,-379969
1763969107.15398,-378535
1763969107.1572933,-379809
1763969107.1621702,-379054
1763969107.1917417,-379614
1763969107.1937554,-380328
1763969107.194771,-379637
1763969107.2152786,-380306
1763969107.2185378,-380552
1763969107.2620435,-379382
1763969107.2620435,-381015
1763969107.2620435,-380174
1763969107.2620435,-379707
1763969107.2699912,-379158
1763969107.2748814,-377163
1763969107.2748814,-375544
1763969107.2777975,-374350
1763969107.2788618,-375179
1763969107.2917535,-377222
1763969107.29364,-379345
1763969107.3062456,-381895
1763969107.3069332,-381324
1763969107.3100827,-382562
1763969107.3515482,-383064
1763969107.3515482,-381461
1763969107.3545024,-382629
1763969107.3561397,-382819
1763969107.3584015,-382403
1763969107.3592753,-384990
1763969107.3787806,-381780
1763969107.3812866,-374256
1763969107.3833058,-359305
1763969107.39459,-338392
1763969107.3965492,-339595
1763969107.4139802,-361303
1763969107.4153757,-385979
1763969107.4253788,-387412
1763969107.4274228,-383491
1763969107.431423,-382249
1763969107.4544406,-380475
1763969107.4560888,-380982
1763969107.462715,-381243
1763969107.4701228,-379252
1763969107.4814963,-380296
1763969107.4827926,-379641
1763969107.5018415,-379770
1763969107.5066252,-379289
1763969107.5083268,-378295
1763969107.5135388,-378522
1763969107.5209851,-378264
1763969107.5444179,-376387
1763969107.5444179,-377120
1763969107.59132,-375817
1763969107.59132,-376092
1763969107.5987084,-375660
1763969107.6215825,-374152
1763969107.6229434,-374743
1763969107.6455982,-373792
1763969107.6473958,-374097
1763969107.65927,-374128
1763969107.6606152,-372911
1763969107.6616309,-374087
1763969107.6652253,-373079
1763969107.6678443,-374387
1763969107.6688604,-375059
1763969107.6698585,-374880
1763969107.6713696,-377231
1763969107.6730363,-377505
1763969107.676154,-377536
1763969107.677173,-379292
1763969107.681857,-379109
1763969107.7087011,-380381
1763969107.7107146,-380949
1763969107.7148666,-379379
1763969107.7170765,-380657
1763969107.731605,-379532
1763969107.7348492,-380077
1763969107.7397401,-380251
1763969107.7632704,-378429
1763969107.7646654,-379683
1763969107.781825,-378949
1763969107.7886276,-379294
1763969107.7896225,-379912
1763969107.7917569,-378842
1763969107.8017416,-380173
1763969107.8049161,-379581
1763969107.8121128,-380101
1763969107.8250425,-380855
1763969107.8260748,-379381
1763969107.8447526,-379988
1763969107.846262,-381132
1763969107.8567152,-379954
1763969107.8603048,-381361
1763969107.8655941,-380919
1763969107.8914547,-380639
1763969107.8926618,-379856
1763969107.8975227,-377964
1763969107.8994908,-377300
1763969107.9275026,-375367
1763969107.9285357,-375529
1763969107.9514117,-376539
1763969107.9548562,-378374
1763969107.955873,-381172
1763969107.9776907,-381396
1763969107.9790406,-382096
1763969107.9815578,-382817
1763969107.9893904,-381313
1763969107.9908004,-382699
1763969107.9923253,-382237
1763969108.0197463,-382374
1763969108.0214777,-383087
1763969108.0229716,-384273
1763969108.0240262,-380371
1763969108.025853,-371016
1763969108.0348277,-352626
1763969108.0365472,-336285
1763969108.0598717,-340298
1763969108.0613935,-368822
1763969108.0624025,-388110
1763969108.0750227,-385014
1763969108.0760665,-382957
1763969108.0975273,-380137
1763969108.09984,-380064
1763969108.1060708,-380938
1763969108.1060708,-379574
1763969108.1132226,-380271
1763969108.1409695,-379626
1763969108.143527,-379779
1763969108.1445258,-379702
1763969108.1455321,-378002
1763969108.1729305,-378759
1763969108.1729305,-378769
1763969108.1817367,-376722
1763969108.1860547,-377581
1763969108.1880763,-376346
1763969108.192331,-376451
1763969108.2016706,-376262
1763969108.2415974,-374246
1763969108.2415974,-374902
1763969108.251523,-373829
1763969108.251523,-374321
1763969108.2554288,-373820
1763969108.2563875,-372394
1763969108.2571995,-373858
1763969108.261625,-373246
1763969108.2707462,-373067
1763969108.2945821,-373532
1763969108.29613,-373092
1763969108.3257504,-375386
1763969108.3273797,-375723
1763969108.328582,-377123
1763969108.3412893,-378433
1763969108.345321,-378021
1763969108.3485665,-379024
1763969108.3500354,-379207
1763969108.3578405,-378304
1763969108.3602958,-379207
1763969108.364554,-378442
1763969108.3885972,-378288
1763969108.3896146,-378516
1763969108.3963182,-377237
1763969108.398777,-378125
1763969108.4134278,-377390
1763969108.4147942,-377962
1763969108.4285543,-378448
1763969108.4295726,-377167
1763969108.4345555,-378392
1763969108.457498,-378040
1763969108.457498,-378549
1763969108.4648068,-379257
1763969108.466209,-378423
1763969108.4885812,-379702
1763969108.4920099,-379252
1763969108.4927938,-378956
1763969108.5113034,-379782
1763969108.5148716,-379431
1763969108.5198781,-380044
1763969108.5214834,-380356
1763969108.5448534,-378865
1763969108.5458717,-380114
1763969108.5638247,-379705
1763969108.5698593,-379661
1763969108.5713758,-380098
1763969108.5764916,-378808
1763969108.578091,-379425
1763969108.593331,-377819
1763969108.5948522,-377126
1763969108.6136668,-375534
1763969108.6171434,-372924
1763969108.6201646,-374377
1763969108.6317356,-374974
1763969108.633707,-378141
1763969108.6638215,-380029
1763969108.6638215,-379075
1763969108.7117445,-379724
1763969108.7117445,-380938
1763969108.7117445,-379595
1763969108.7117445,-380669
1763969108.7191331,-380200
1763969108.7203877,-380665
1763969108.7224221,-381266
1763969108.725117,-381625
1763969108.7270262,-376889
1763969108.7322726,-365282
1763969108.7362356,-347413
1763969108.7393155,-334023
1763969108.763078,-340866
1763969108.763078,-374753
1763969108.771344,-385320
1763969108.7736297,-382350
1763969108.7953844,-380431
1763969108.7963812,-377162
1763969108.8147507,-378289
1763969108.8201628,-377988
1763969108.821683,-377292
1763969108.824619,-377958
1763969108.8258126,-376924
1763969108.854586,-377161
1763969108.8561785,-377396
1763969108.8572097,-375569
1763969108.8590133,-376474
1763969108.8918679,-375451
1763969108.892905,-375090
1763969108.895453,-375069
1763969108.8974442,-373130
1763969108.8999386,-373821
1763969108.9101517,-372896
1763969108.912693,-372687
1763969108.9247718,-372506
1763969108.9268634,-371066
1763969108.946084,-371949
1763969108.9496078,-371221
1763969108.9506204,-371292
1763969108.9619358,-371978
1763969108.9619358,-370604
1763969108.9814742,-371264
1763969108.9837575,-371903
1763969108.991175,-371210
1763969109.0517805,-372867
1763969109.0546818,-372947
1763969109.0565288,-374664
1763969109.0565288,-375906
1763969109.0800004,-375554
1763969109.0815408,-377297
1763969109.084885,-376999
1763969109.0857284,-376779
1763969109.0879824,-377646
1763969109.0890176,-376050
1763969109.0899932,-376917
1763969109.092622,-376502
1763969109.0936165,-376889
1763969109.11284,-377011
1763969109.1185434,-375717
1763969109.1205559,-376721
1763969109.1319845,-375982
1763969109.135047,-376449
1763969109.1614628,-376711
1763969109.1614628,-376257
1763969109.1614628,-376855
1763969109.1614628,-377477
1763969109.1819127,-376219
1763969109.1878462,-377376
1763969109.1888683,-377027
1763969109.201525,-377087
1763969109.2041028,-377899
1763969109.211628,-376935
1763969109.2175229,-378492
1763969109.2293952,-377764
1763969109.2315435,-378099
1763969109.2409558,-378649
1763969109.2546837,-377441
1763969109.2562008,-378521
1763969109.27849,-377976
1763969109.2802129,-378252
1763969109.2865186,-378987
1763969109.2876801,-377544
1763969109.3144257,-378656
1763969109.3199983,-379019
1763969109.321511,-377612
1763969109.3233047,-378473
1763969109.3275492,-377636
1763969109.3617094,-377158
1763969109.3637614,-375526
1763969109.3637614,-373387
1763969109.3657749,-374431
1763969109.373551,-372177
1763969109.389752,-375119
1763969109.3912678,-378224
1763969109.43151,-377860
1763969109.438811,-378937
1763969109.4402363,-379181
1763969109.441749,-379176
1763969109.4583945,-379602
1763969109.4595716,-378569
1763969109.4605815,-379643
1763969109.461563,-379630
1763969109.463404,-381229
1763969109.4662795,-375902
1763969109.468108,-370796
1763969109.481803,-356174
1763969109.481803,-337705
1763969109.524258,-334170
1763969109.5315735,-353802
1763969109.5315735,-379939
1763969109.538863,-382129
1763969109.540184,-379838
1763969109.5414128,-376823
1763969109.5424395,-376951
1763969109.5603037,-376691
1763969109.5624433,-376840
1763969109.5638738,-377212
1763969109.5757577,-375447
1763969109.5767698,-376297
1763969109.5903358,-375747
1763969109.5914698,-375821
1763969109.607284,-375977
1763969109.610083,-374054
1763969109.6146011,-374381
1763969109.639014,-373869
1763969109.6400244,-373097
1763969109.645147,-373849
1763969109.6457863,-373639
1763969109.6613228,-372818
1763969109.667441,-372508
1763969109.6729522,-371100
1763969109.6766896,-372062
1763969109.6899705,-370779
1763969109.7016149,-371326
1763969109.7037234,-372091
1763969109.7118113,-370636
1763969109.7171094,-371925
1763969109.741706,-370842
1763969109.741706,-372140
1763969109.7726345,-373527
1763969109.7742672,-373206
1763969109.775446,-375719
1763969109.7961257,-375568
1763969109.8014305,-377379
1763969109.822642,-378147
1763969109.8256717,-377209
1763969109.8374708,-378032
1763969109.8384864,-378832
1763969109.8404813,-377729
1763969109.8420055,-378504
1763969109.8430161,-377751
1763969109.8444571,-378079
1763969109.8444571,-378401
1763969109.86875,-377043
1763969109.8695111,-378538
1763969109.8712568,-377879
1763969109.8814924,-378234
1763969109.8851485,-379132
1763969109.9397755,-377711
1763969109.9412894,-379094
1763969109.9433389,-378922
1763969109.951404,-379372
1763969109.9544184,-379622
1763969109.9563615,-378661
1763969109.9576955,-379893
1763969109.9576955,-379251
1763969109.9617047,-380062
1763969109.9660137,-380201
1763969109.9670162,-379639
1763969109.9797332,-380175
1763969109.9797332,-381056
1763969110.0052023,-379407
1763969110.006204,-380842
1763969110.0071108,-380266
1763969110.0372562,-380404
1763969110.0382721,-381182
1763969110.0392315,-379581
1763969110.0400877,-381271
1763969110.05135,-379981
1763969110.054881,-379579
1763969110.0815077,-377455
1763969110.0815077,-376178
1763969110.0815077,-376435
1763969110.0957878,-374808
1763969110.0957878,-379324
1763969110.1250014,-381864
1763969110.1269956,-380495
1763969110.1645708,-382008
1763969110.1645708,-382531
1763969110.1645708,-381592
1763969110.1915064,-382162
1763969110.1948764,-381897
1763969110.1968856,-383054
1763969110.1978884,-383427
1763969110.2246356,-384057
1763969110.2260182,-379217
1763969110.2273393,-368514
1763969110.236209,-351382
1763969110.2393372,-337952
1763969110.2407222,-344734
1763969110.2418993,-376927
1763969110.243534,-386479
1763969110.2448175,-385217
1763969110.2572398,-383840
1763969110.2587686,-380949
1763969110.2604458,-381498
1763969110.2719705,-380449
1763969110.2729368,-381071
1763969110.2871644,-381581
1763969110.2881808,-380349
1763969110.3014495,-380417
1763969110.302367,-380339
1763969110.3078556,-378801
1763969110.3318453,-379474
1763969110.3380446,-378321
1763969110.3413641,-378647
1763969110.3432038,-378729
1763969110.3653212,-376589
1763969110.3673139,-377215
1763969110.3683221,-376395
1763969110.375987,-376367
1763969110.3821719,-376251
1763969110.3953884,-374890
1763969110.3968563,-375621
1763969110.4200358,-374685
1763969110.4200358,-375584
1763969110.445895,-376072
1763969110.4516056,-374233
1763969110.4516056,-375921
1763969110.4546382,-376374
1763969110.456151,-375501
1763969110.4615834,-377671
1763969110.467214,-378273
1763969110.5182962,-379222
1763969110.5194755,-381249
1763969110.5226996,-380581
1763969110.5615752,-382794
1763969110.5615752,-382227
1763969110.5615752,-382772
1763969110.5615752,-383371
1763969110.5675092,-381707
1763969110.5690625,-382957
1763969110.5700955,-382069
1763969110.5716157,-382472
1763969110.5764265,-382694
1763969110.5774372,-381686
1763969110.5784924,-382410
1763969110.5962281,-381937
1763969110.6016166,-382440
1763969110.6043723,-382823
1763969110.606154,-382277
1763969110.6115623,-382759
1763969110.6231945,-383463
1763969110.6327,-382345
1763969110.6449063,-383274
1763969110.6470342,-382156
1763969110.671495,-383540
1763969110.67251,-383751
1763969110.6818004,-382876
1763969110.6877196,-384413
1763969110.6893327,-382889
1763969110.6950865,-382558
1763969110.701661,-380618
1763969110.7143762,-379616
1763969110.7200198,-379791
1763969110.7332728,-377340
1763969110.7347698,-382010
1763969110.7565951,-384724
1763969110.7565951,-384004
1763969110.7565951,-385579
1763969110.7788124,-385357
1763969110.7817051,-385106
1763969110.7958424,-386067
1763969110.8024545,-384779
1763969110.8081026,-385910
1763969110.81159,-386512
1763969110.8120904,-386810
1763969110.8388224,-384263
1763969110.8395498,-374877
1763969110.8405955,-358860
1763969110.8421912,-340661
1763969110.862201,-343447
1763969110.8693106,-372304
1763969110.8703198,-387702
1763969110.8933547,-388522
1763969110.9115334,-387216
1763969110.9197948,-383487
1763969110.9213285,-383814
1763969110.9253423,-382937
1763969110.9263542,-383706
1763969110.938919,-383934
1763969110.9415781,-382014
1763969110.9428918,-382841
1763969110.9435117,-382723
1763969110.951692,-381011
1763969110.9643908,-381631
1763969110.9687295,-380194
1763969110.981673,-380874
1763969110.981673,-380485
1763969110.9901893,-378217
1763969111.0047328,-379105
1763969111.0067515,-377459
1763969111.0197775,-377761
1763969111.0197775,-378052
1763969111.032832,-376259
1763969111.0362577,-377275
1763969111.1032226,-375741
1763969111.1047533,-376684
1763969111.1067634,-376937
1763969111.1078053,-375465
1763969111.108783,-376820
1763969111.1146636,-376026
1763969111.1168,-377965
1763969111.1178672,-378629
1763969111.1188872,-379141
1763969111.1219623,-381147
1763969111.129897,-382996
1763969111.1314235,-382352
1763969111.1454082,-384277
1763969111.146796,-383246
1763969111.1601934,-384048
1763969111.1626337,-384555
1763969111.1922603,-383239
1763969111.1932821,-383171
1763969111.1948051,-382599
1763969111.2015026,-383521
1763969111.2023692,-383361
1763969111.224543,-381817
1763969111.224543,-383308
1763969111.254892,-382172
1763969111.2559721,-382633
1763969111.2580087,-383040
1763969111.2768798,-382301
1763969111.2829432,-383344
1763969111.2844641,-383338
1763969111.2854877,-382503
1763969111.3071077,-383747
1763969111.3084328,-383027
1763969111.309799,-383712
1763969111.3113117,-384140
1763969111.3113117,-383465
1763969111.3440332,-384361
1763969111.3440332,-383356
1763969111.3440332,-383616
1763969111.3515003,-383429
1763969111.3548062,-380539
1763969111.3557732,-380928
1763969111.3618789,-379386
1763969111.3815277,-378462
1763969111.383755,-380246
1763969111.3961024,-382099
1763969111.3961024,-385491
1763969111.4418137,-384550
1763969111.4418137,-385302
1763969111.4418137,-385533
1763969111.4418137,-384632
1763969111.4418137,-385577
1763969111.4516575,-386137
1763969111.4526775,-384737
1763969111.4720387,-386991
1763969111.4720387,-387366
1763969111.4720387,-380042
1763969111.4812214,-368694
1763969111.4902766,-348719
1763969111.5119152,-340250
1763969111.5213943,-351182
1763969111.5230682,-383311
1763969111.524727,-390339
1763969111.544619,-386448
1763969111.5460532,-385684
1763969111.591531,-383278
1763969111.591531,-383216
1763969111.591531,-383399
1763969111.6216106,-381964
1763969111.6216106,-382964
1763969111.6417837,-383120
1763969111.6486516,-381175
1763969111.6496625,-382114
1763969111.651662,-380769
1763969111.661898,-380941
1763969111.6757965,-380497
1763969111.677682,-378561
1763969111.6783633,-379217
1763969111.6803763,-377720
1763969111.6820214,-378412
1763969111.683066,-378186
1763969111.6859438,-376021
1763969111.6879642,-376705
1763969111.6903605,-375529
1763969111.6935413,-375772
1763969111.702556,-375474
1763969111.711676,-374827
1763969111.71638,-376024
1763969111.7384024,-374871
1763969111.7395883,-375430
1763969111.7415867,-375859
1763969111.756323,-375724
1763969111.7579932,-377630
1763969111.7878091,-378748
1763969111.7878091,-378051
1763969111.791332,-380734
1763969111.791332,-380574
1763969111.799037,-381589
1763969111.8016198,-382318
1763969111.8135004,-380811
1763969111.8275363,-381708
1763969111.828179,-380954
1763969111.8582788,-381148
1763969111.860331,-380954
1763969111.8613443,-380051
1763969111.8664317,-381250
1763969111.8689897,-380065
1763969111.8914888,-380527
1763969111.8914888,-381001
1763969111.8914888,-379826
1763969111.8914888,-381327
1763969111.9147475,-380369
1763969111.9189556,-380112
1763969111.936927,-381122
1763969111.9388218,-381099
1763969111.9400163,-381807
1763969111.9774501,-382107
1763969111.9774501,-381012
1763969111.9813974,-382183
1763969111.9813974,-381481
1763969112.0090716,-382404
1763969112.0100713,-382563
1763969112.027938,-381278
1763969112.0377645,-382220
1763969112.03883,-381383
1763969112.0399816,-382427
1763969112.041518,-382663
1763969112.043538,-380686
1763969112.0450642,-380270
1763969112.0814738,-378334
1763969112.0814738,-378197
1763969112.0855572,-376861
1763969112.0914435,-376243
1763969112.0928686,-378624
1763969112.0943775,-381094
1763969112.0943775,-381434
1763969112.105216,-382522
1763969112.106446,-382326
1763969112.118919,-382481
1763969112.126174,-382657
1763969112.131943,-381714
1763969112.1537962,-382976
1763969112.1555946,-382609
1763969112.1614277,-384924
1763969112.162193,-378820
1763969112.181423,-367023
1763969112.182848,-349529
1763969112.1863735,-335026
1763969112.1945727,-343621
1763969112.201554,-376191
1763969112.2315037,-385940
1763969112.2315037,-384541
1763969112.2315037,-382066
1763969112.2365115,-380831
1763969112.2400477,-380643
1763969112.2546177,-379727
1763969112.2561717,-380584
1763969112.271266,-380271
1763969112.2722185,-378985
1763969112.2819014,-380031
1763969112.286446,-378128
1763969112.3117044,-378686
1763969112.3137481,-378181
1763969112.3157566,-376504
1763969112.339441,-377342
1763969112.3414047,-376285
1763969112.3424172,-376287
1763969112.3444176,-375989
1763969112.3699055,-374334
1763969112.3710458,-374622
1763969112.3716817,-373470
1763969112.392814,-373682
1763969112.3970873,-373119
1763969112.4016342,-371661
1763969112.403772,-373036
1763969112.4095197,-373205
1763969112.4120908,-371921
1763969112.4362736,-373111
1763969112.4378252,-372797
1763969112.4399638,-373672
1763969112.4506438,-374737
1763969112.452438,-374690
1763969112.4709468,-376926
1763969112.4725165,-377041
1763969112.4795525,-378486
1763969112.481377,-379619
1763969112.4938462,-378364
1763969112.5065715,-379549
1763969112.5075817,-378827
1763969112.5227914,-378999
1763969112.5237875,-378766
1763969112.5353754,-377294
1763969112.5373833,-377697
1763969112.5430558,-377239
1763969112.5515938,-377282
1763969112.5617614,-377498
1763969112.574668,-376491
1763969112.575667,-377068
1763969112.5934353,-377256
1763969112.596093,-376200
1763969112.608539,-377407
1763969112.609381,-376883
1763969112.6145027,-377666
1763969112.6286867,-377948
1763969112.6286867,-376959
1763969112.642979,-377959
1763969112.6485174,-377063
1763969112.6746905,-377641
1763969112.6756685,-378576
1763969112.6766925,-377375
1763969112.6766925,-378527
1763969112.7037258,-377871
1763969112.7050073,-378184
1763969112.7072117,-378654
1763969112.726596,-377909
1763969112.7324033,-379132
1763969112.758463,-378280
1763969112.7596774,-377961
1763969112.7860312,-378881
1763969112.8114436,-378385
1763969112.8177001,-379012
1763969112.822467,-379462
1763969112.8242726,-377911
1763969112.8254023,-378491
1763969112.8264349,-376776
1763969112.8301375,-375487
1763969112.8324447,-375621
1763969112.8334615,-372619
1763969112.8364773,-374381
1763969112.8374634,-376774
1763969112.8395822,-378891
1763969112.8413358,-379961
1763969112.853582,-378843
1763969112.853582,-380280
1763969112.8618336,-379228
1763969112.8888927,-380322
1763969112.8898764,-381121
1763969112.892482,-380097
1763969112.8971672,-381024
1763969112.9117346,-382995
1763969112.9148774,-375541
1763969112.9432855,-365532
1763969112.9432855,-346032
1763969112.9432855,-332628
1763969112.9432855,-340640
1763969112.951255,-372295
1763969112.9733276,-384829
1763969112.9746084,-381412
1763969112.9779751,-380337
1763969112.9815507,-378890
1763969112.994611,-377764
1763969113.0055299,-379147
1763969113.0075483,-377527
1763969113.0267067,-377853
1763969113.029546,-377926
1763969113.034555,-376519
1763969113.0358298,-376874
1763969113.0633106,-375639
1763969113.0633106,-375301
